Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Have you completed this demographics page before?,Current location,,"In what year were you born? (enter 4-digit birth year; for example, 1976)",What is the highest level of school you have completed or the highest degree you have received?,Are you male or female?,Provide a short 1-2 word name of one physical activity.,"Describe the physical activity clearly. For example, if you wrote ""hockey"" above, clarify whether you meant field hockey or ice hockey. If you wrote ""martial arts,"" clarify which specific martial arts you practice. If you wrote ""gym,"" clarify which specific activity you did at the gym.","If you have a physical disability, to what extent does it interfere with your ability to do this activity?",Provide a short 1-2 word name of another physical activity.,"Describe the second physical activity clearly. Please be specific enough so that our analyst can group your physical activities with other people' similar physical activities. For example, if you wrote ""football,"" clarify whether you meant soccer, Gridiron football, rugby, or Australian rules football.","If you have a physical disability, to what extent does it interfere with your ability to do this second activity?","During the activity, do you engage with a group or go it solo?",,How expert are you at these physical activities?,,How much skill is required?,How predictable is the action?,To what extent do you find new and fresh experiences during the activity?,To what extent are there opportunities to express creativity during the activity?,How complex is the action and the environment in which it takes place?,How clear and straightforward are the long-term goals?,How quickly do you know whether what you wanted to accomplish in the long term was successful?,"How clear and straightforward are the short-term, moment-to-moment goals?",How quickly do you know whether what you wanted to accomplish in the short term was successful?,Does your extraneous mental chatter temporarily shut down during the activity?,How much time do you feel like is spent waiting for the next step in the activity?,How much of your body is involved in the activity? Is it full-body or only part of your body?,How much control do you feel like you can exert over your performance?,"During the activity, to what extent do you feel like you are in the present moment?",How spontaneous is your action?,"During the activity, how important does the activity feel?",To what extent do you care about how others judge your performance?,"After engaging in the physical activity, to what extent do you feel great?",What is the risk of minor physical injury (more than just muscle soreness)?,What is the risk of serious physical injury?
,,01/16/2017 11:11:21 PM,01/16/2017 11:19:38 PM,,,,,,,"Sydney, NSW",Australia,1992,Bachelor degree,Female,Swimming,"Lap swimming (freestyle), twice a week for roughly an hour each session.",,ballet,"I take beginner adult ballet classes, once a week",,Solo,Group,Competent amateur,Beginner,{{Q9}} requires much more skill than {{Q6}}.,{{Q6}} is somewhat more predictable than {{Q9}}.,{{Q9}} offers a much more novelty than {{Q6}}.,{{Q9}} admits somewhat more creativity than {{Q6}}.,{{Q9}} is much more complex than {{Q6}}.,{{Q9}} has somewhat more clear goals than {{Q6}}.,Both offer roughly equally immediate feedback.,{{Q9}} has somewhat more clear goals than {{Q6}}.,Both offer roughly equally immediate feedback.,{{Q9}} turns off my mental chatter much more than {{Q6}}.,Both involve about the same amount of waiting.,{{Q6}} involves somewhat more of my body than {{Q9}}.,{{Q9}} permits somewhat more control than {{Q6}}.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,{{Q6}} feels effortless compare to {{Q9}} where I have to struggle and force myself.,{{Q9}} has much higher stakes than {{Q6}}.,"During {{Q9}}, I am much more concerned about others' evaluations than during {{Q6}}.",{{Q6}} is somewhat more rewarding than {{Q9}}.,{{Q9}} has somewhat more chance of physical injury compare to {{Q6}}.,{{Q9}} has much more chance of serious physical injury compare to {{Q6}}.
,,01/16/2017 10:33:50 PM,01/16/2017 10:34:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/16/2017 07:05:11 PM,01/16/2017 07:05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/16/2017 03:54:15 PM,01/16/2017 03:59:44 PM,,,,,,,"Red Deer, AB",Canada,1971,Graduate degree,Female,Swimming,"Taking my kids to the swimming pool, diving, racing with them, playing basketball in the water, pulling and pushing them on floatation devices",I do not feel hindered or do not have a physical disability.,Walking,Daily half hour walks outdoors in my town.,I do not feel hindered or do not have a physical disability.,Group,Solo,Expert or professional,Expert or professional,{{Q6}} requires much more skill than {{Q9}}.,{{Q9}} is much more predictable than {{Q6}}.,{{Q9}} offers a somewhat more novelty than {{Q6}}.,Both admit roughly the same amount of creativity.,{{Q6}} is much more complex than {{Q9}}.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,{{Q9}} has somewhat more clear goals than {{Q6}}.,Both offer roughly equally immediate feedback.,{{Q6}} turns off my mental chatter much more than {{Q9}}.,Both involve about the same amount of waiting.,{{Q6}} involves much more of my body than {{Q9}}.,Both admit roughly equal control.,Both bring me into the present to a roughly equal extent.,Both require about the same extent of effort (both either effortless or effortful).,Both have roughly equal stakes.,"During both {{Q9}} and {{Q6}}, I have roughly equal concern about others' evaluations.",Both are roughly equally rewarding.,The chance of physical injury is roughly equal.,The chance of serious physical injury is roughly equal.
,,01/16/2017 02:09:35 PM,01/16/2017 02:14:39 PM,,,,,,,"Newark, Nottinghamshire",UK,1980,Graduate degree,Male,swimming,,I do not feel hindered or do not have a physical disability.,basketball,,I feel slightly hindered.,Solo,Group,Competent amateur,Competent amateur,{{Q9}} requires much more skill than {{Q6}}.,{{Q6}} is much more predictable than {{Q9}}.,{{Q9}} offers a much more novelty than {{Q6}}.,{{Q9}} admits much more creativity than {{Q6}}.,Both are of roughly equal complexity.,{{Q6}} has somewhat more clear goals than {{Q9}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} has much more clear goals than {{Q9}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q9}} turns off my mental chatter much more than {{Q6}}.,{{ Q9}} involves a somewhat more waiting than {{ Q6}}.,{{Q6}} involves somewhat more of my body than {{Q9}}.,Both admit roughly equal control.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,{{Q6}} feels like less effort than {{Q9}}.,Both have roughly equal stakes.,"During {{Q9}}, I am somewhat more concerned about others' evaluations than during {{Q6}}.",Both are roughly equally rewarding.,{{Q9}} has much more chance of physical injury compare to {{Q6}}.,{{Q9}} has much more chance of serious physical injury compare to {{Q6}}.
,,01/15/2017 06:48:30 PM,01/15/2017 07:01:04 PM,,,,,,,"Richmond, Va",USA,1972,Graduate degree,Male,Basketball,Indoor basketball,I do not feel hindered or do not have a physical disability.,Football,"Flag football, outdoors.",I do not feel hindered or do not have a physical disability.,Group,Group,Expert or professional,Competent amateur,Both require roughly equal skill.,{{Q9}} is somewhat more predictable than {{Q6}}.,{{Q6}} offers a somewhat more novelty than {{Q9}}.,{{Q6}} admits much more creativity than {{Q9}}.,Both are of roughly equal complexity.,Both have equally clear goals.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,{{Q6}} turns off my mental chatter much more than {{Q9}}.,{{ Q9}} involves a somewhat more waiting than {{ Q6}}.,{{Q6}} involves much more of my body than {{Q9}}.,Both admit roughly equal control.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,{{Q9}} feels like less effort than {{Q6}}.,Both have roughly equal stakes.,"During both {{Q9}} and {{Q6}}, I have roughly equal concern about others' evaluations.",Both are roughly equally rewarding.,The chance of physical injury is roughly equal.,{{Q9}} has much more chance of serious physical injury compare to {{Q6}}.
,,01/15/2017 04:08:52 PM,01/15/2017 04:10:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/15/2017 02:50:21 PM,01/15/2017 03:28:03 PM,,,,,,,,Swiss,1993,Associate degree,Female,working,"gardening  logging (cuting, woodwork)  digging and builduing",I do not feel hindered or do not have a physical disability.,marathon,"walking a marathon, because of a drunken bet",I do not feel hindered or do not have a physical disability.,Group,Solo,Expert or professional,Beginner,{{Q6}} requires much more skill than {{Q9}}.,,{{Q6}} offers a much more novelty than {{Q9}}.,{{Q6}} admits much more creativity than {{Q9}}.,,{{Q6}} has much more clear goals than {{Q9}}.,{{Q9}} has much more immediate feedback than {{Q6}}.,{{Q9}} has much more clear goals than {{Q6}}.,{{Q9}} has much more immediate feedback than {{Q6}}.,Both turn off my mental chatter to a roughly equal extent.,Both involve about the same amount of waiting.,{{Q6}} involves much more of my body than {{Q9}}.,{{Q6}} permits much more control than {{Q9}}.,{{Q6}} brings me into the present much more than {{Q9}}.,Both require about the same extent of effort (both either effortless or effortful).,{{Q9}} has much higher stakes than {{Q6}}.,"During {{Q9}}, I am much more concerned about others' evaluations than during {{Q6}}.",{{Q6}} is much more rewarding than {{Q9}}.,The chance of physical injury is roughly equal.,{{Q6}} has much more chance of serious physical injury compare to {{Q9}}.
,,01/15/2017 05:45:33 AM,01/15/2017 05:46:39 AM,,,,,,,Bavaria,Germany,1973,Graduate degree,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/14/2017 07:21:11 PM,01/14/2017 07:21:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/14/2017 07:06:12 PM,01/14/2017 07:21:10 PM,,,,,,,"Munich, Bavaria",Germany,1991,Bachelor degree,Male,Ice skating,"2 hours session oft skating, together with some friends",I do not feel hindered or do not have a physical disability.,Swimming,Just swimming straight eines with a friend for 1.5 hours per week.,I do not feel hindered or do not have a physical disability.,Group,Group,Competent amateur,Competent amateur,{{Q6}} requires somewhat more skill than {{Q9}}.,{{Q9}} is somewhat more predictable than {{Q6}}.,Both offer roughly equal novelty.,{{Q6}} admits somewhat more creativity than {{Q9}}.,Both are of roughly equal complexity.,{{Q9}} has somewhat more clear goals than {{Q6}}.,{{Q9}} has somewhat more immediate feedback than {{Q6}}.,{{Q9}} has somewhat more clear goals than {{Q6}}.,{{Q9}} has somewhat more immediate feedback than {{Q6}}.,{{Q9}} turns off my mental chatter somewhat more than {{Q6}}.,{{ Q6 }} involves a somewhat more waiting than {{ Q9}}.,{{Q9}} involves much more of my body than {{Q6}}.,{{Q9}} permits somewhat more control than {{Q6}}.,{{Q6}} brings me into the present somewhat more than {{Q9}}.,Both require about the same extent of effort (both either effortless or effortful).,{{Q9}} has somewhat higher stakes than {{Q6}}.,"During {{Q6}}, I am somewhat more concerned about others' evaluations than during {{Q9}}.",{{Q9}} is much more rewarding than {{Q6}}.,{{Q6}} has much more chance of physical injury compare to {{Q9}}.,{{Q6}} has somewhat more chance of serious physical injury compare to {{Q9}}.
,,01/14/2017 02:43:59 PM,01/14/2017 02:46:24 PM,,,,,,,Linz,Austria,1972,Graduate degree,Male,Gym Activities,"Cross-Trainer, Muscle Training",I do not feel hindered or do not have a physical disability.,none,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/14/2017 11:48:31 AM,01/14/2017 12:03:26 PM,,,,,,,Darmstadt,Germany,1947,Graduate degree,Male,biking,riding my e-bike beyond the city limits,I am more than slightly hindered.,gymnastics,medical gymnastics,I am more than slightly hindered.,Group,Solo,Competent amateur,Beginner,Both require roughly equal skill.,Both offer roughly equal predictability.,{{Q6}} offers a much more novelty than {{Q9}}.,{{Q6}} admits somewhat more creativity than {{Q9}}.,{{Q6}} is somewhat more complex than {{Q9}}.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,{{Q9}} has much more clear goals than {{Q6}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,Both turn off my mental chatter to a roughly equal extent.,{{ Q6 }} involves a lot more waiting than {{ Q9}}.,{{Q6}} involves much more of my body than {{Q9}}.,{{Q9}} permits much more control than {{Q6}}.,{{Q6}} brings me into the present much more than {{Q9}}.,{{Q9}} feels like less effort than {{Q6}}.,{{Q6}} has much higher stakes than {{Q9}}.,"During {{Q6}}, I am somewhat more concerned about others' evaluations than during {{Q9}}.",{{Q6}} is much more rewarding than {{Q9}}.,{{Q6}} has much more chance of physical injury compare to {{Q9}}.,{{Q6}} has much more chance of serious physical injury compare to {{Q9}}.
,,01/14/2017 11:13:15 AM,01/14/2017 11:13:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/14/2017 11:08:14 AM,01/14/2017 11:13:14 AM,,,,,,,London,UK,1995,"High school degree or equivalent (e.g., GED)",Female,Gym,"Legs, abs and arm exercises",,Walking,I take long walks,,Group,Solo,Competent amateur,Competent amateur,{{Q6}} requires much more skill than {{Q9}}.,Both offer roughly equal predictability.,{{Q9}} offers a somewhat more novelty than {{Q6}}.,Both admit roughly the same amount of creativity.,{{Q6}} is much more complex than {{Q9}}.,Both have equally clear goals.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q9}} has somewhat more clear goals than {{Q6}}.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q6}} turns off my mental chatter much more than {{Q9}}.,{{ Q6 }} involves a lot more waiting than {{ Q9}}.,{{Q6}} involves much more of my body than {{Q9}}.,{{Q6}} permits much more control than {{Q9}}.,{{Q9}} brings me into the present much more than {{Q6}}.,{{Q9}} feels effortless compare to {{Q6}} where I have to struggle and force myself.,{{Q6}} has much higher stakes than {{Q9}}.,"During {{Q6}}, I am much more concerned about others' evaluations than during {{Q9}}.",{{Q6}} is much more rewarding than {{Q9}}.,{{Q6}} has much more chance of physical injury compare to {{Q9}}.,{{Q6}} has much more chance of serious physical injury compare to {{Q9}}.
,,01/14/2017 06:04:37 AM,01/14/2017 06:04:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/14/2017 06:02:07 AM,01/14/2017 06:04:07 AM,,,,,,Yes,,,,,,running,long distance running,,swimming,swimming for cardio,,Group,Group,Competent amateur,Beginner,Both require roughly equal skill.,Both offer roughly equal predictability.,Both offer roughly equal novelty.,Both admit roughly the same amount of creativity.,Both are of roughly equal complexity.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,Both have equally clear goals.,Both offer roughly equally immediate feedback.,Both turn off my mental chatter to a roughly equal extent.,Both involve about the same amount of waiting.,Both involve my body to a roughly equal extent.,Both admit roughly equal control.,Both bring me into the present to a roughly equal extent.,Both require about the same extent of effort (both either effortless or effortful).,Both have roughly equal stakes.,"During both {{Q9}} and {{Q6}}, I have roughly equal concern about others' evaluations.",Both are roughly equally rewarding.,The chance of physical injury is roughly equal.,The chance of serious physical injury is roughly equal.
,,01/14/2017 05:56:16 AM,01/14/2017 06:04:37 AM,,,,,,,"Dresden, Saxony",Germany,1993,Bachelor degree,Male,trail running,"Running mostly on single-trails in the forest, with much incline",I feel slightly hindered.,gym,"I go to the gim to gain muscle mass. I train breast, legs, arms, neck and back.",I do not feel hindered or do not have a physical disability.,Solo,Solo,Competent amateur,Beginner,{{Q6}} requires much more skill than {{Q9}}.,{{Q9}} is somewhat more predictable than {{Q6}}.,{{Q6}} offers a much more novelty than {{Q9}}.,{{Q6}} admits much more creativity than {{Q9}}.,{{Q6}} is somewhat more complex than {{Q9}}.,Both have equally clear goals.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,{{Q9}} has somewhat more clear goals than {{Q6}}.,Both offer roughly equally immediate feedback.,{{Q9}} turns off my mental chatter much more than {{Q6}}.,Both involve about the same amount of waiting.,{{Q9}} involves much more of my body than {{Q6}}.,Both admit roughly equal control.,{{Q6}} brings me into the present much more than {{Q9}}.,{{Q9}} feels like less effort than {{Q6}}.,{{Q6}} has much higher stakes than {{Q9}}.,"During {{Q9}}, I am somewhat more concerned about others' evaluations than during {{Q6}}.",{{Q6}} is much more rewarding than {{Q9}}.,The chance of physical injury is roughly equal.,{{Q6}} has somewhat more chance of serious physical injury compare to {{Q9}}.
,,01/13/2017 09:32:44 PM,01/13/2017 09:38:29 PM,,,,,,,"Raleigh, NC",USA,1994,Some college but no degree,Male,Basketball,Pickup basketball at the park,I do not feel hindered or do not have a physical disability.,Martial Arts,Wah Lum Kung Fu,I do not feel hindered or do not have a physical disability.,Group,Group,Competent amateur,Beginner,{{Q9}} requires somewhat more skill than {{Q6}}.,Both offer roughly equal predictability.,{{Q9}} offers a much more novelty than {{Q6}}.,Both admit roughly the same amount of creativity.,{{Q9}} is much more complex than {{Q6}}.,{{Q9}} has somewhat more clear goals than {{Q6}}.,Both offer roughly equally immediate feedback.,{{Q6}} has somewhat more clear goals than {{Q9}}.,Both offer roughly equally immediate feedback.,{{Q9}} turns off my mental chatter somewhat more than {{Q6}}.,{{ Q9}} involves a somewhat more waiting than {{ Q6}}.,{{Q9}} involves somewhat more of my body than {{Q6}}.,{{Q9}} permits much more control than {{Q6}}.,{{Q9}} brings me into the present somewhat more than {{Q6}}.,Both require about the same extent of effort (both either effortless or effortful).,{{Q9}} has somewhat higher stakes than {{Q6}}.,"During {{Q6}}, I am much more concerned about others' evaluations than during {{Q9}}.",{{Q9}} is somewhat more rewarding than {{Q6}}.,The chance of physical injury is roughly equal.,The chance of serious physical injury is roughly equal.
,,01/11/2017 05:27:11 PM,01/11/2017 06:07:55 PM,,,,,,,"Toledo, OH",United States,1999,Less than high school degree,Female,Swimming,Competitive Swimming,I do not feel hindered or do not have a physical disability.,Basketball,Varsity Women's basketball,I do not feel hindered or do not have a physical disability.,Group,,Competent amateur,,{{Q9}} requires somewhat more skill than {{Q6}}.,{{Q6}} is somewhat more predictable than {{Q9}}.,{{Q9}} offers a somewhat more novelty than {{Q6}}.,{{Q9}} admits somewhat more creativity than {{Q6}}.,{{Q6}} is somewhat more complex than {{Q9}}.,{{Q6}} has much more clear goals than {{Q9}}.,{{Q6}} has much more immediate feedback than {{Q9}}.,{{Q6}} has much more clear goals than {{Q9}}.,Both offer roughly equally immediate feedback.,{{Q6}} turns off my mental chatter much more than {{Q9}}.,Both involve about the same amount of waiting.,{{Q6}} involves much more of my body than {{Q9}}.,Both admit roughly equal control.,Both bring me into the present to a roughly equal extent.,Both require about the same extent of effort (both either effortless or effortful).,Both have roughly equal stakes.,"During {{Q9}}, I am somewhat more concerned about others' evaluations than during {{Q6}}.",{{Q6}} is somewhat more rewarding than {{Q9}}.,{{Q9}} has much more chance of physical injury compare to {{Q6}}.,{{Q6}} has somewhat more chance of serious physical injury compare to {{Q9}}.
,,01/08/2017 05:08:25 PM,01/08/2017 05:11:32 PM,,,,,,,"Atlanta, GA",USA,1974,Graduate degree,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01/07/2017 10:35:59 AM,01/07/2017 10:40:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/25/2016 03:50:50 PM,12/25/2016 03:55:39 PM,,,,,,,"Zell, Baden-Württemberg",Germany,1969,Associate degree,Female,Nordic walking,Walking with poles,I do not feel hindered or do not have a physical disability.,Fitness training,"Training of flexibility, strengthening muscles, Stretching ",I feel slightly hindered.,,,,,,,,,,,,,,,,,,,,,,,,
,,12/25/2016 01:23:50 PM,12/25/2016 01:24:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/23/2016 03:22:00 AM,12/23/2016 03:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18/2016 10:55:20 PM,12/18/2016 11:11:21 PM,,,,,,,"Hutchinson, Kansas ",United States,1993,Bachelor degree,Female,weight lifting,"I do a variation of hang cleans, barbell squats, dead lifts, over-head snatchs, and any type of Olympic lifts in sets that range from 5x5, 4x10, 5x3.",,running,I run outside or on a treadmill usually 2 miles. Or I elliptical for 30-45 min at moderate intensity.,,Solo,Solo,Competent amateur,Competent amateur,{{Q6}} requires much more skill than {{Q9}}.,{{Q6}} is much more predictable than {{Q9}}.,{{Q6}} offers a somewhat more novelty than {{Q9}}.,{{Q6}} admits somewhat more creativity than {{Q9}}.,{{Q6}} is much more complex than {{Q9}}.,Both have equally clear goals.,{{Q9}} has somewhat more immediate feedback than {{Q6}}.,Both have equally clear goals.,{{Q6}} has somewhat more immediate feedback than {{Q9}}.,Both turn off my mental chatter to a roughly equal extent.,{{ Q6 }} involves a somewhat more waiting than {{ Q9}}.,{{Q6}} involves much more of my body than {{Q9}}.,Both admit roughly equal control.,Both bring me into the present to a roughly equal extent.,{{Q9}} feels like less effort than {{Q6}}.,{{Q6}} has somewhat higher stakes than {{Q9}}.,"During {{Q6}}, I am somewhat more concerned about others' evaluations than during {{Q9}}.",Both are roughly equally rewarding.,{{Q9}} has somewhat more chance of physical injury compare to {{Q6}}.,{{Q6}} has much more chance of serious physical injury compare to {{Q9}}.
